1,0.7083333333333334
50,0.7476851851851852
100,0.8032407407407407
150,0.8009259259259259
200,0.7870370370370371
250,0.7638888888888888
300,0.8101851851851852
350,0.8611111111111112
400,0.8310185185185185
450,0.8055555555555556
500,0.8287037037037037
550,0.8032407407407407
600,0.7847222222222222
650,0.8009259259259259
700,0.7986111111111112
750,0.7824074074074074
800,0.7800925925925926
850,0.7962962962962963
900,0.7824074074074074
950,0.7847222222222222
1000,0.7893518518518519
1050,0.7939814814814815
1100,0.8009259259259259
1150,0.8148148148148148
1200,0.8009259259259259
1250,0.8009259259259259
1296,0.8240740740740741
